"GeneID","GeneSymbol","log2FC","pvalue","padj"
"GENE_0717","Gene717",0.296305388634864,0.176611232930326,0.744065271649595
"GENE_0778","Gene778",-0.235239056269853,0.173737151946432,0.744065271649595
"GENE_0780","Gene780",0.244273457147395,0.171988794360258,0.744065271649595
"GENE_0893","Gene893",-0.215102061305181,0.177067924104403,0.744065271649595
"GENE_0931","Gene931",-0.196282326741406,0.173911917326396,0.744065271649595
"GENE_0969","Gene969",-0.224450230765219,0.17574889376592,0.744065271649595
"GENE_1035","Gene1035",0.279137998768098,0.172951418175743,0.744065271649595
"GENE_1121","Gene1121",0.311000190046492,0.172688937110448,0.744065271649595
"GENE_1369","Gene1369",-0.220379469970009,0.176906850620224,0.744065271649595
"GENE_1496","Gene1496",-0.230376732500245,0.171389005851265,0.744065271649595
"GENE_1525","Gene1525",-0.166476883231168,0.17624952454984,0.744065271649595
"GENE_1710","Gene1710",0.224550148019901,0.174128283986489,0.744065271649595
"GENE_1723","Gene1723",-0.213894042252585,0.172946678171648,0.744065271649595
"GENE_2331","Gene2331",0.239046978478958,0.175138616397504,0.744065271649595
"GENE_2375","Gene2375",-0.269677120747959,0.175491951419604,0.744065271649595
"GENE_2401","Gene2401",0.202674487893998,0.171968447008387,0.744065271649595
"GENE_2541","Gene2541",0.309970607213128,0.171458761231376,0.744065271649595
"GENE_2765","Gene2765",0.195297960001369,0.17571931226922,0.744065271649595
"GENE_2816","Gene2816",0.260318199353277,0.173279810407454,0.744065271649595
"GENE_2828","Gene2828",0.223784948693393,0.171870068659991,0.744065271649595
"GENE_2988","Gene2988",0.210221838366309,0.172555152334011,0.744065271649595
"GENE_2999","Gene2999",-0.258402822477962,0.176072382624003,0.744065271649595
"GENE_0437","Gene437",-0.211928346300107,0.178116019744138,0.746042708402151
"GENE_0617","Gene617",0.304337758609329,0.178142329857224,0.746042708402151
"GENE_0672","Gene672",0.140980200001223,0.178552888210915,0.746042708402151
"GENE_2244","Gene2244",-0.17385862929972,0.178404013627667,0.746042708402151
"GENE_2144","Gene2144",0.210640295399152,0.179580723247003,0.749293699222543
"GENE_1263","Gene1263",0.225462584653895,0.179831311624786,0.749297131769943
"GENE_2910","Gene2910",0.260035303914195,0.180457027195769,0.750861416903337
"GENE_2126","Gene2126",-0.26267276339291,0.180849401353171,0.751451806176611
"GENE_0298","Gene298",-0.229254640433375,0.181955950711615,0.753086342298987
"GENE_1192","Gene1192",-0.296930176435837,0.182390508856043,0.753086342298987
"GENE_1538","Gene1538",-0.214411017822861,0.182497923617121,0.753086342298987
"GENE_1611","Gene1611",0.182095103248192,0.182126064972684,0.753086342298987
"GENE_2888","Gene2888",-0.21813695356987,0.181800966769986,0.753086342298987
"GENE_1435","Gene1435",-0.204706490228189,0.18392335133179,0.755168628478574
"GENE_1488","Gene1488",0.208304238094605,0.183843043070717,0.755168628478574
"GENE_2063","Gene2063",-0.209348095935617,0.1839828935235,0.755168628478574
"GENE_2719","Gene2719",0.211035716493252,0.184009422472613,0.755168628478574
"GENE_1203","Gene1203",-0.216838865249819,0.184898760109215,0.756747994989966
"GENE_2668","Gene2668",0.261064444044307,0.184883410720639,0.756747994989966
"GENE_1030","Gene1030",0.190811111663407,0.185153690014817,0.756758951014237
"GENE_1706","Gene1706",-0.220012329294637,0.18573362814392,0.757606505818679
"GENE_2274","Gene2274",-0.18673073325184,0.185866129427516,0.757606505818679
"GENE_1759","Gene1759",-0.234402184502574,0.186294573687811,0.758322552324875
"GENE_2527","Gene2527",0.287433969847855,0.186675494389899,0.758843473129672
"GENE_0543","Gene543",-0.243286726375311,0.188590781594499,0.761919166171184
"GENE_0839","Gene839",-0.275080839178109,0.187746694845391,0.761919166171184
"GENE_1065","Gene1065",-0.265594080127291,0.188955953210454,0.761919166171184
"GENE_1376","Gene1376",0.233641894191905,0.188119493412701,0.761919166171184
"GENE_1576","Gene1576",0.265223004530107,0.18844565546167,0.761919166171184
"GENE_2634","Gene2634",-0.257037182096051,0.188862285214235,0.761919166171184
"GENE_0364","Gene364",0.26452553431557,0.191336160454008,0.764325541094571
"GENE_0552","Gene552",-0.200885712449249,0.191146504662973,0.764325541094571
"GENE_0611","Gene611",-0.22902329978216,0.190115630021992,0.764325541094571
"GENE_0625","Gene625",-0.303518187264061,0.190173906316834,0.764325541094571
"GENE_1235","Gene1235",-0.227218016759173,0.191232280659948,0.764325541094571
"GENE_1411","Gene1411",0.276612289478118,0.191262092075756,0.764325541094571
"GENE_2599","Gene2599",-0.221328666004055,0.190860744210883,0.764325541094571
"GENE_1735","Gene1735",0.217384605611391,0.19164935980198,0.764558616231302
"GENE_1131","Gene1131",0.233323171291671,0.192527412859081,0.765075410392656
"GENE_1462","Gene1462",0.239417948384986,0.192799003418949,0.765075410392656
"GENE_1521","Gene1521",-0.24434292035618,0.192520313006203,0.765075410392656
"GENE_2826","Gene2826",-0.230028916252307,0.19275149503945,0.765075410392656
"GENE_1027","Gene1027",-0.177464390136199,0.193062729419549,0.765109892019349
"GENE_0246","Gene246",-0.270509578463798,0.19518270193589,0.766352281104328
"GENE_0418","Gene418",0.20661958794719,0.195675282441972,0.766352281104328
"GENE_0479","Gene479",0.204108664471995,0.195602378398655,0.766352281104328
"GENE_0994","Gene994",-0.231358412741993,0.194762051340713,0.766352281104328
"GENE_1101","Gene1101",-0.191211421487093,0.194814586173389,0.766352281104328
"GENE_1366","Gene1366",0.224772410298527,0.193968150830402,0.766352281104328
"GENE_2723","Gene2723",0.206128180317367,0.194737158899644,0.766352281104328
"GENE_2791","Gene2791",-0.203223026400682,0.194705410510064,0.766352281104328
"GENE_2846","Gene2846",0.179467735489949,0.195553063904101,0.766352281104328
"GENE_0434","Gene434",-0.23892980125598,0.197005203698133,0.767552741681036
"GENE_1185","Gene1185",0.169212023643707,0.196741028074965,0.767552741681036
"GENE_1679","Gene1679",0.169021147148497,0.196534976652479,0.767552741681036
"GENE_2811","Gene2811",-0.273980028886251,0.196959024549001,0.767552741681036
"GENE_0763","Gene763",0.18169723815053,0.198869503524249,0.772858357551889
"GENE_0856","Gene856",0.230690540669345,0.198882217343353,0.772858357551889
"GENE_1460","Gene1460",0.237056495411322,0.199415536578284,0.773928343770831
"GENE_0615","Gene615",-0.227607494798239,0.199729060489614,0.774003908866954
"GENE_1335","Gene1335",0.18740912153798,0.19995100979063,0.774003908866954
"GENE_0916","Gene916",0.209429201269655,0.200583817283765,0.774817991399303
"GENE_1265","Gene1265",0.173904612998166,0.200915027275541,0.774817991399303
"GENE_1740","Gene1740",-0.252193171231285,0.200936132436219,0.774817991399303
"GENE_0203","Gene203",-0.275054621019077,0.201312674782647,0.775273458726497
"GENE_0404","Gene404",0.195582368502721,0.202046633889699,0.77541818132041
"GENE_1479","Gene1479",0.252035799638587,0.202597671870488,0.77541818132041
"GENE_1776","Gene1776",0.1742661933802,0.202642618051734,0.77541818132041
"GENE_2037","Gene2037",0.250530929606555,0.202572459058106,0.77541818132041
"GENE_2881","Gene2881",-0.250269430329377,0.202396443359263,0.77541818132041
"GENE_0562","Gene562",0.192792685367237,0.203740964511414,0.777039750096339
"GENE_0599","Gene599",0.199936334584824,0.203622170961846,0.777039750096339
"GENE_0909","Gene909",0.180869451721378,0.203843427775273,0.777039750096339
"GENE_2129","Gene2129",-0.2208280579529,0.20452542857482,0.777663226520229
"GENE_2947","Gene2947",-0.17590697551134,0.204501669747507,0.777663226520229
"GENE_1279","Gene1279",-0.178971202606229,0.206155837823408,0.782483742149741
"GENE_2322","Gene2322",0.229601106540326,0.206314880013482,0.782483742149741
"GENE_2356","Gene2356",0.350460115364978,0.206857048796798,0.783549427260598
"GENE_0521","Gene521",0.2084843651871,0.207480210243971,0.784655583453423
"GENE_0676","Gene676",0.25914044005844,0.208222016828689,0.784655583453423
"GENE_0821","Gene821",-0.2662544979919,0.208104899348124,0.784655583453423
"GENE_1497","Gene1497",-0.273129569049029,0.208456833337459,0.784655583453423
"GENE_2737","Gene2737",-0.24822080119225,0.20833005664775,0.784655583453423
"GENE_2326","Gene2326",-0.279699898868728,0.208729791689281,0.784698464997298
"GENE_2287","Gene2287",-0.240933409370919,0.209180165332219,0.785407379219845
"GENE_0354","Gene354",0.211447320852726,0.21163440059699,0.786089975431725
"GENE_0408","Gene408",0.177561128633347,0.212506323358376,0.786089975431725
"GENE_0504","Gene504",-0.231798648114665,0.211188127727294,0.786089975431725
"GENE_0575","Gene575",0.195241811494876,0.212037806487589,0.786089975431725
"GENE_0827","Gene827",-0.235303094375759,0.212498832238089,0.786089975431725
"GENE_1732","Gene1732",0.177078012032142,0.210926551252494,0.786089975431725
"GENE_1920","Gene1920",-0.235409633110251,0.212432404002783,0.786089975431725
"GENE_2040","Gene2040",0.21352178352231,0.21140785307951,0.786089975431725
"GENE_2131","Gene2131",0.270360914776687,0.211319259513766,0.786089975431725
"GENE_2720","Gene2720",-0.277698382218308,0.210987916701707,0.786089975431725
"GENE_2942","Gene2942",0.238568065560257,0.210538981951761,0.786089975431725
"GENE_2974","Gene2974",0.234136925497783,0.212086138304512,0.786089975431725
"GENE_1638","Gene1638",-0.196358761457212,0.213383571101811,0.788362947420484
"GENE_0830","Gene830",-0.193743669912696,0.214411294949894,0.790130561258845
"GENE_1815","Gene1815",-0.220950118812775,0.214423128876096,0.790130561258845
"GENE_2022","Gene2022",-0.259487347351442,0.214652135808653,0.790130561258845
"GENE_1455","Gene1455",-0.197931905503436,0.215064133332229,0.790266781954648
"GENE_2178","Gene2178",-0.268528578095555,0.215215986952316,0.790266781954648
"GENE_1133","Gene1133",0.245984450363324,0.215597012135507,0.790698088516529
"GENE_2206","Gene2206",0.253597162240087,0.216276326829647,0.792220977397973
"GENE_0240","Gene240",0.265242128553636,0.21681197495176,0.792378283508136
"GENE_1062","Gene1062",0.209656324470809,0.217375775775732,0.792378283508136
"GENE_1440","Gene1440",-0.178663055548764,0.217087765883086,0.792378283508136
"GENE_1603","Gene1603",0.259071925476674,0.217341379406258,0.792378283508136
"GENE_0450","Gene450",0.159350282021593,0.218155778639473,0.79425647562915
"GENE_1532","Gene1532",0.195818492306484,0.219548310342195,0.798357492153437
"GENE_0212","Gene212",-0.165721577992679,0.219850040292242,0.798486829148578
"GENE_0466","Gene466",0.22871758559951,0.221146006463726,0.801253646607703
"GENE_2272","Gene2272",0.226994475587963,0.22095675858917,0.801253646607703
"GENE_1088","Gene1088",-0.242524287535954,0.222626840773758,0.802842763425589
"GENE_1157","Gene1157",-0.256420934982484,0.2226335084641,0.802842763425589
"GENE_1950","Gene1950",0.218634775254395,0.22223535714552,0.802842763425589
"GENE_2971","Gene2971",-0.302266777683425,0.222655059723363,0.802842763425589
"GENE_0652","Gene652",-0.202903842210318,0.223428389013337,0.804664066074443
"GENE_2344","Gene2344",-0.165629530746441,0.22404482115251,0.805916622850755
"GENE_0770","Gene770",-0.223538603451802,0.224320265536923,0.805941073785353
"GENE_0394","Gene394",-0.142235471474413,0.224698192959055,0.806333228321967
"GENE_1473","Gene1473",0.268335333012326,0.225378552294099,0.806705042141074
"GENE_1500","Gene1500",0.169377086160319,0.225101227294643,0.806705042141074
"GENE_1540","Gene1540",0.183752590891708,0.225608510118787,0.806705042141074
"GENE_0501","Gene501",0.224641487315139,0.228787614549398,0.807649257343426
"GENE_1012","Gene1012",-0.247480450539125,0.228344714284965,0.807649257343426
"GENE_1262","Gene1262",-0.228663807592172,0.227747432547081,0.807649257343426
"GENE_1274","Gene1274",0.22258577705859,0.228322919119284,0.807649257343426
"GENE_1654","Gene1654",-0.221778779321006,0.227577114986921,0.807649257343426
"GENE_1805","Gene1805",0.174572063321041,0.228457167648457,0.807649257343426
"GENE_1941","Gene1941",-0.289784124184273,0.228059183612835,0.807649257343426
"GENE_2059","Gene2059",0.221765927268081,0.229319404354105,0.807649257343426
"GENE_2334","Gene2334",0.164024585508807,0.228758954045122,0.807649257343426
"GENE_2470","Gene2470",-0.167614651579792,0.228649910725851,0.807649257343426
"GENE_2731","Gene2731",-0.241920299945178,0.228665108015803,0.807649257343426
"GENE_2865","Gene2865",-0.168022272363363,0.229099274970916,0.807649257343426
"GENE_2882","Gene2882",0.174454132003908,0.229372389085533,0.807649257343426
"GENE_2172","Gene2172",0.168875290650659,0.230415308741202,0.809421459278228
"GENE_2513","Gene2513",-0.261951991670429,0.230330923522886,0.809421459278228
"GENE_0977","Gene977",0.186578138629005,0.23077713658787,0.809744338904807
"GENE_0809","Gene809",-0.199810568347832,0.231170800761105,0.810178040050603
"GENE_0467","Gene467",-0.266784040580472,0.232232166862605,0.810214450940235
"GENE_0537","Gene537",-0.207624772203853,0.231538589086327,0.810214450940235
"GENE_0694","Gene694",0.227565355581044,0.232717745829798,0.810214450940235
"GENE_0744","Gene744",0.159784449955827,0.232458504974156,0.810214450940235
"GENE_2014","Gene2014",0.222194598723763,0.232479369336501,0.810214450940235
"GENE_2462","Gene2462",-0.224907880705544,0.232801618903494,0.810214450940235
"GENE_1709","Gene1709",-0.193599282643021,0.234476380486365,0.815097498793853
"GENE_0633","Gene633",-0.228332586834133,0.235714643123013,0.815932877475532
"GENE_0638","Gene638",-0.240277604375172,0.235458136222462,0.815932877475532
"GENE_0959","Gene959",0.234101332788788,0.235920700331658,0.815932877475532
"GENE_1275","Gene1275",0.202474315513268,0.235199911696913,0.815932877475532
"GENE_2114","Gene2114",-0.203032702551472,0.236076579216254,0.815932877475532
"GENE_1260","Gene1260",0.211047196343389,0.236411018804817,0.816148511409036
"GENE_0547","Gene547",-0.216827030624977,0.237248350943162,0.817158499230179
"GENE_0892","Gene892",0.251877004110701,0.237119887042574,0.817158499230179
"GENE_1973","Gene1973",-0.185528038174654,0.237640950857149,0.817572078636981
"GENE_0766","Gene766",0.179414823649926,0.24004364252395,0.82300677436783
"GENE_1456","Gene1456",0.176497906383943,0.239883997832271,0.82300677436783
"GENE_2605","Gene2605",0.246603864743918,0.239865605995813,0.82300677436783
"GENE_0302","Gene302",0.185079402220115,0.246420233429772,0.824023046963603
"GENE_0350","Gene350",-0.147114487916899,0.250608512574479,0.824023046963603
"GENE_0459","Gene459",-0.233556808530804,0.252001349287016,0.824023046963603
"GENE_0585","Gene585",0.161780816199032,0.246830785072185,0.824023046963603
"GENE_0622","Gene622",0.191630814652333,0.242681850394213,0.824023046963603
"GENE_0637","Gene637",0.207768296334297,0.250124183111621,0.824023046963603
"GENE_0750","Gene750",0.214984643933779,0.251949494731538,0.824023046963603
"GENE_0881","Gene881",-0.178327271500136,0.243059062274722,0.824023046963603
"GENE_0927","Gene927",-0.202955409916372,0.245488403262093,0.824023046963603
"GENE_0938","Gene938",0.192302070141933,0.245496196885762,0.824023046963603
"GENE_0982","Gene982",0.182636857940366,0.241950631639363,0.824023046963603
"GENE_0983","Gene983",0.216571035603242,0.246119174675752,0.824023046963603
"GENE_0984","Gene984",0.202410409407831,0.25153323266444,0.824023046963603
"GENE_1006","Gene1006",0.203315193732704,0.244594576070295,0.824023046963603
"GENE_1043","Gene1043",-0.234394875548556,0.2473843812206,0.824023046963603
"GENE_1138","Gene1138",0.159039874718404,0.248713920177874,0.824023046963603
"GENE_1178","Gene1178",0.254488954641911,0.245343476399451,0.824023046963603
"GENE_1195","Gene1195",-0.225974824704189,0.249399003955933,0.824023046963603
"GENE_1206","Gene1206",-0.185505859190965,0.244508313459483,0.824023046963603
"GENE_1221","Gene1221",-0.258623359044939,0.244227580778626,0.824023046963603
"GENE_1413","Gene1413",0.223582929306691,0.24263505699786,0.824023046963603
"GENE_1567","Gene1567",-0.228940620392173,0.251632663393225,0.824023046963603
"GENE_1751","Gene1751",0.1848944323813,0.243371915256781,0.824023046963603
"GENE_1860","Gene1860",0.200629795773725,0.251384192411327,0.824023046963603
"GENE_1900","Gene1900",0.297164845628807,0.252151052370863,0.824023046963603
"GENE_1961","Gene1961",-0.185958333273533,0.243476179054008,0.824023046963603
"GENE_1969","Gene1969",-0.167453280562459,0.247597792032806,0.824023046963603
"GENE_1997","Gene1997",0.170454808003126,0.244422385616225,0.824023046963603
"GENE_2068","Gene2068",0.137697241142857,0.249212133176476,0.824023046963603
"GENE_2362","Gene2362",0.199342086884041,0.25138234705896,0.824023046963603
"GENE_2433","Gene2433",-0.221811558179505,0.251465487440069,0.824023046963603
"GENE_2505","Gene2505",0.269230343601039,0.242863835746648,0.824023046963603
"GENE_2515","Gene2515",-0.194483739148016,0.244218871671114,0.824023046963603
"GENE_2591","Gene2591",-0.218011612832543,0.246349217584579,0.824023046963603
"GENE_2600","Gene2600",0.183354229875099,0.251833365508257,0.824023046963603
"GENE_2611","Gene2611",0.217160177955627,0.241301090540493,0.824023046963603
"GENE_2743","Gene2743",0.215189285966163,0.248390501970088,0.824023046963603
"GENE_2748","Gene2748",-0.272519889769895,0.244243221537741,0.824023046963603
"GENE_2769","Gene2769",-0.230314345044512,0.249137818379573,0.824023046963603
"GENE_2886","Gene2886",0.196894904350881,0.250929693887302,0.824023046963603
"GENE_2925","Gene2925",-0.239568727629384,0.251658268443681,0.824023046963603
"GENE_2941","Gene2941",0.183999629564651,0.24742616560971,0.824023046963603
"GENE_2959","Gene2959",-0.194078699937979,0.241283168986707,0.824023046963603
"GENE_0630","Gene630",-0.218473094487829,0.252475385709136,0.824185154654414
"GENE_2259","Gene2259",-0.186459887389208,0.252976472773651,0.824923280783643
"GENE_0358","Gene358",-0.183824673288608,0.254172076136209,0.825234013429249
"GENE_1233","Gene1233",-0.181049836038938,0.253715784070804,0.825234013429249
"GENE_1288","Gene1288",0.146561301670442,0.253937861673234,0.825234013429249
"GENE_1974","Gene1974",-0.208311344547328,0.254128692142459,0.825234013429249
"GENE_1355","Gene1355",0.152200386311413,0.254770816932109,0.825391415546791
"GENE_1616","Gene1616",-0.200540793259821,0.254765769023094,0.825391415546791
"GENE_0238","Gene238",-0.230606972439588,0.258197482658186,0.826097437036891
"GENE_0357","Gene357",0.215529457304243,0.25618593363746,0.826097437036891
"GENE_0944","Gene944",0.242829161255415,0.260370619805413,0.826097437036891
"GENE_1239","Gene1239",0.255999515111386,0.260631656853196,0.826097437036891
"GENE_1254","Gene1254",0.207830558204794,0.256248330134535,0.826097437036891
"GENE_1425","Gene1425",-0.206069994182553,0.260633351326123,0.826097437036891
"GENE_1743","Gene1743",0.172128331828415,0.257544187540451,0.826097437036891
"GENE_1849","Gene1849",-0.175590663537047,0.260850822834746,0.826097437036891
"GENE_2110","Gene2110",-0.236296912748116,0.258845888887062,0.826097437036891
"GENE_2197","Gene2197",0.261338027679992,0.261046790103657,0.826097437036891
"GENE_2200","Gene2200",-0.244533980035184,0.260072327560947,0.826097437036891
"GENE_2250","Gene2250",0.154650822477951,0.259326685530237,0.826097437036891
"GENE_2294","Gene2294",0.15642979690085,0.260430547557552,0.826097437036891
"GENE_2333","Gene2333",0.148251371665722,0.258694812760716,0.826097437036891
"GENE_2342","Gene2342",0.252340054070782,0.257530157779089,0.826097437036891
"GENE_2496","Gene2496",-0.25991866087079,0.255791744375429,0.826097437036891
"GENE_2517","Gene2517",0.192046974752321,0.259946008904889,0.826097437036891
"GENE_2702","Gene2702",-0.221325996788755,0.26052294681652,0.826097437036891
"GENE_2749","Gene2749",0.221374167204173,0.258156806018011,0.826097437036891
"GENE_2805","Gene2805",0.15882176319192,0.259278745931196,0.826097437036891
"GENE_2919","Gene2919",-0.24044767200146,0.258039102685108,0.826097437036891
"GENE_2968","Gene2968",0.244115226183587,0.25871305116924,0.826097437036891
"GENE_0683","Gene683",0.228518218460363,0.261828059773562,0.827696711612946
"GENE_0295","Gene295",-0.20565723774193,0.263061233676663,0.828893720987517
"GENE_0725","Gene725",0.177762494351072,0.262875221563518,0.828893720987517
"GENE_2185","Gene2185",0.174535958259298,0.263489264752724,0.828893720987517
"GENE_2213","Gene2213",0.221533159924606,0.26358820327403,0.828893720987517
"GENE_2258","Gene2258",0.198048215842299,0.262934888107221,0.828893720987517
"GENE_0751","Gene751",-0.167204641593672,0.26422137771258,0.830014799097111
"GENE_0759","Gene759",0.221181542152345,0.264945624649486,0.831007677345047
"GENE_1024","Gene1024",0.248971995269702,0.265622699572741,0.831007677345047
"GENE_2506","Gene2506",0.16812776402693,0.2656454541913,0.831007677345047
"GENE_2510","Gene2510",0.250520401436751,0.265237232892321,0.831007677345047
"GENE_1216","Gene1216",0.191209486049139,0.265962660222019,0.83113331319381
"GENE_0270","Gene270",-0.191633552075167,0.269001227200115,0.83134169071301
"GENE_0403","Gene403",-0.199650065860182,0.273077171722442,0.83134169071301
"GENE_0443","Gene443",-0.165934052813383,0.267984862739558,0.83134169071301
"GENE_0492","Gene492",-0.195257592577224,0.267637715635195,0.83134169071301
"GENE_0863","Gene863",-0.2221271563223,0.273128984465901,0.83134169071301
"GENE_0872","Gene872",0.175378396575052,0.270255275783699,0.83134169071301
"GENE_0971","Gene971",-0.218458064855492,0.269978063784972,0.83134169071301
"GENE_0981","Gene981",-0.231300324789894,0.268195728611758,0.83134169071301
"GENE_1053","Gene1053",0.239719776812327,0.269375567505158,0.83134169071301
"GENE_1255","Gene1255",0.17604824129509,0.272472654188854,0.83134169071301
"GENE_1323","Gene1323",0.183256983426327,0.272192910743876,0.83134169071301
"GENE_1375","Gene1375",-0.171888009028187,0.273234302347676,0.83134169071301
"GENE_1403","Gene1403",-0.192054780748313,0.268659755519674,0.83134169071301
"GENE_1436","Gene1436",-0.163465101919975,0.266588598341559,0.83134169071301
"GENE_1883","Gene1883",0.246975444751603,0.272257165011037,0.83134169071301
"GENE_1923","Gene1923",-0.205973587201356,0.272406016243321,0.83134169071301
"GENE_1987","Gene1987",0.177886509959269,0.272261439883695,0.83134169071301
"GENE_2013","Gene2013",-0.176694402563832,0.271997216414597,0.83134169071301
"GENE_2018","Gene2018",-0.205220923674388,0.270084928231373,0.83134169071301
"GENE_2166","Gene2166",0.187614749439559,0.271819593114956,0.83134169071301
"GENE_2228","Gene2228",0.211092819200883,0.268865809256788,0.83134169071301
"GENE_2564","Gene2564",0.181335365959562,0.271590080555192,0.83134169071301
"GENE_2588","Gene2588",-0.221609710214321,0.267847050911798,0.83134169071301
"GENE_2667","Gene2667",0.17684753954512,0.272265609668568,0.83134169071301
"GENE_2859","Gene2859",-0.195981943903661,0.273191614652639,0.83134169071301
"GENE_2994","Gene2994",-0.209036508273831,0.269364848134859,0.83134169071301
"GENE_0490","Gene490",-0.214535977556784,0.27428664868402,0.832186262877148
"GENE_0859","Gene859",0.226534154814253,0.275381775199283,0.832186262877148
"GENE_1067","Gene1067",0.214874445295388,0.274142237643827,0.832186262877148
"GENE_1261","Gene1261",0.202740771346861,0.274516297971196,0.832186262877148
"GENE_1306","Gene1306",-0.208928021651158,0.275171855552928,0.832186262877148
"GENE_1904","Gene1904",-0.172308366004343,0.275453653012336,0.832186262877148
"GENE_2327","Gene2327",-0.112924561493409,0.275445673496322,0.832186262877148
"GENE_0209","Gene209",0.199325495805594,0.275933629135768,0.83279767344799
"GENE_1110","Gene1110",0.204430917052239,0.27684245421324,0.834700866974592
"GENE_0332","Gene332",0.17930832694685,0.284614255561765,0.835586282865693
"GENE_0375","Gene375",-0.16532199042102,0.278175317568884,0.835586282865693
"GENE_0409","Gene409",-0.182169320845977,0.285754638359445,0.835586282865693
"GENE_0476","Gene476",0.193460412283477,0.292679224742396,0.835586282865693
"GENE_0510","Gene510",-0.133030704493741,0.290446993479911,0.835586282865693
"GENE_0524","Gene524",0.221538955803945,0.287328569390717,0.835586282865693
"GENE_0587","Gene587",0.244762577265734,0.287365739524134,0.835586282865693
"GENE_0640","Gene640",0.209772672432462,0.284859723834372,0.835586282865693
"GENE_0650","Gene650",-0.158750811012311,0.290925549092351,0.835586282865693
"GENE_0708","Gene708",0.234047558648008,0.278461399020237,0.835586282865693
"GENE_0777","Gene777",-0.229103680144864,0.286571432008926,0.835586282865693
"GENE_0835","Gene835",-0.176607203585041,0.281827881334208,0.835586282865693
"GENE_0860","Gene860",0.176343136235923,0.28206360902959,0.835586282865693
"GENE_0957","Gene957",-0.194610302056512,0.281716530171375,0.835586282865693
"GENE_1046","Gene1046",0.167044243305192,0.290066617122973,0.835586282865693
"GENE_1082","Gene1082",0.219816749942628,0.287532244932061,0.835586282865693
"GENE_1098","Gene1098",0.196044670327419,0.282809614937989,0.835586282865693
"GENE_1248","Gene1248",0.169115323290491,0.290989664086217,0.835586282865693
"GENE_1391","Gene1391",0.270970537436074,0.281492740675834,0.835586282865693
"GENE_1434","Gene1434",-0.197587205267777,0.289243962935001,0.835586282865693
"GENE_1469","Gene1469",0.204768635029022,0.291847765603858,0.835586282865693
"GENE_1648","Gene1648",-0.346877296287225,0.285400974151111,0.835586282865693
"GENE_1779","Gene1779",0.245948990871042,0.281238584207634,0.835586282865693
"GENE_1795","Gene1795",-0.182561285137702,0.290676849036253,0.835586282865693
"GENE_1816","Gene1816",0.191819270627761,0.281522003246289,0.835586282865693
"GENE_1843","Gene1843",0.20078126340653,0.285374794022614,0.835586282865693
"GENE_1870","Gene1870",0.153360224303835,0.285504743235558,0.835586282865693
"GENE_1893","Gene1893",-0.161056636749803,0.283511185688425,0.835586282865693
"GENE_1925","Gene1925",0.169484423601824,0.284088730719994,0.835586282865693
"GENE_2039","Gene2039",0.227588024224691,0.284730661532412,0.835586282865693
"GENE_2044","Gene2044",0.217218777340713,0.290782986448396,0.835586282865693
"GENE_2047","Gene2047",0.213142230296548,0.292074824325269,0.835586282865693
"GENE_2060","Gene2060",-0.188968028066244,0.286602265705635,0.835586282865693
"GENE_2164","Gene2164",0.179936379114933,0.291436888130117,0.835586282865693
"GENE_2233","Gene2233",-0.143640181799673,0.288428187176197,0.835586282865693
"GENE_2241","Gene2241",-0.163975427030174,0.290663859210111,0.835586282865693
"GENE_2273","Gene2273",-0.190873873830697,0.292231247263348,0.835586282865693
"GENE_2302","Gene2302",-0.134948979749579,0.280821653506333,0.835586282865693
"GENE_2336","Gene2336",-0.152428478542886,0.28774224597191,0.835586282865693
"GENE_2348","Gene2348",-0.198081046074969,0.28879613569367,0.835586282865693
"GENE_2416","Gene2416",-0.175633804402285,0.287475192581789,0.835586282865693
"GENE_2437","Gene2437",0.212717179428824,0.290501300584841,0.835586282865693
"GENE_2460","Gene2460",-0.171667961722134,0.277867467924261,0.835586282865693
"GENE_2476","Gene2476",0.228440717734635,0.287746662616398,0.835586282865693
"GENE_2514","Gene2514",-0.126155988321108,0.278080679629718,0.835586282865693
"GENE_2516","Gene2516",-0.19705475738381,0.287929863316142,0.835586282865693
"GENE_2557","Gene2557",-0.15269034631464,0.284529455574278,0.835586282865693
"GENE_2627","Gene2627",-0.249414619756093,0.287196176922336,0.835586282865693
"GENE_2642","Gene2642",0.199626321774547,0.290574615459415,0.835586282865693
"GENE_2647","Gene2647",-0.167901784740396,0.289645420643204,0.835586282865693
"GENE_2690","Gene2690",-0.14248624258059,0.283785285258482,0.835586282865693
"GENE_2725","Gene2725",0.221741666352669,0.283948472068824,0.835586282865693
"GENE_2741","Gene2741",0.189502262307455,0.288967341408872,0.835586282865693
"GENE_2766","Gene2766",-0.18526649000059,0.285982490392896,0.835586282865693
"GENE_2780","Gene2780",-0.174934561321216,0.292733727763948,0.835586282865693
"GENE_2945","Gene2945",0.172714787489999,0.291593858428542,0.835586282865693
"GENE_1761","Gene1761",0.211925000401534,0.29409909111786,0.838685621058537
"GENE_0237","Gene237",0.232814050999979,0.294966114427959,0.8395619955255
"GENE_2406","Gene2406",-0.172624094175882,0.29473335884414,0.8395619955255
"GENE_2403","Gene2403",0.153493553768002,0.295285885394133,0.839675503490426
"GENE_0675","Gene675",-0.169621117079387,0.295582116504213,0.839721921886969
"GENE_0601","Gene601",-0.207504263982965,0.295993633123492,0.839976466979707
